"","age","job_admin.","job_blue-collar","job_entrepreneur","job_housemaid","job_management","job_retired","job_self-employed","job_services","job_student","job_technician","job_unemployed","job_unknown","marital_divorced","marital_married","marital_single","marital_unknown","education_Basic","education_high.school","education_illiterate","education_professional.course","education_university.degree","education_unknown","default_no","default_unknown","default_yes","housing_no","housing_unknown","housing_yes","loan_no","loan_unknown","loan_yes","contact_cellular","contact_telephone","month_apr","month_aug","month_dec","month_jul","month_jun","month_mar","month_may","month_nov","month_oct","month_sep","day_of_week_fri","day_of_week_mon","day_of_week_thu","day_of_week_tue","day_of_week_wed","duration","campaign","pdays","previous","poutcome_failure","poutcome_nonexistent","poutcome_success","emp_var_rate","cons_price_idx","cons_conf_idx","euribor3m","nr_employed","y","logit_Predictions"
"30579",40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,179,1,999,0,0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,0
"30592",41,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,191,1,999,0,0,1,0,1.4,93.444,-36.1,4.966,5228.1,0,0
"30594",44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,284,4,999,0,0,1,0,1.4,93.444,-36.1,4.966,5228.1,0,0
"30597",58,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,190,1,999,0,0,1,0,1.4,94.465,-41.8,4.866,5228.1,0,0
"30601",31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,262,5,6,3,0,0,1,-1.1,94.199,-37.5,0.879,4963.6,1,1
"30602",50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,224,1,999,0,0,1,0,1.4,93.918,-42.7,4.958,5228.1,0,0
"30603",48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,34,2,999,0,0,1,0,1.1,93.994,-36.4,4.864,5191,0,0
"30604",30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,358,1,999,0,0,1,0,1.4,93.444,-36.1,4.968,5228.1,0,0
"30608",58,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,217,4,999,0,0,1,0,1.1,93.994,-36.4,4.856,5191,0,0
"30609",43,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,135,1,999,0,0,1,0,-3.4,92.649,-30.1,0.715,5017.5,1,0
"30610",54,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,225,3,999,0,0,1,0,1.1,93.994,-36.4,4.86,5191,0,0
"30611",48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,164,2,999,0,0,1,0,-0.1,93.2,-42,4.076,5195.8,0,0
"30612",33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,17,5,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,0,0
"30613",47,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,126,2,999,0,0,1,0,-0.1,93.2,-42,4.153,5195.8,0,0
"30615",24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,67,1,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0
"30620",35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,76,1,999,1,1,0,0,-0.1,93.2,-42,4.076,5195.8,0,0
"30621",33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,289,1,999,2,1,0,0,-2.9,92.201,-31.4,0.884,5076.2,1,0
"30623",39,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,253,1,999,0,0,1,0,1.4,93.444,-36.1,4.968,5228.1,0,0
"30640",30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,332,1,999,1,1,0,0,-0.1,93.2,-42,4.12,5195.8,0,0
"30645",34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,232,2,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0
"30646",25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,239,2,3,1,0,0,1,-2.9,92.963,-40.8,1.26,5076.2,1,1
"30650",54,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,133,1,999,0,0,1,0,-1.8,92.893,-46.2,1.25,5099.1,0,0
"30651",30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,96,2,4,1,0,0,1,-2.9,92.963,-40.8,1.26,5076.2,1,1
"30654",46,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,176,1,999,0,0,1,0,-2.9,92.469,-33.6,1.072,5076.2,1,0
"30655",47,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,76,9,999,0,0,1,0,-0.1,93.2,-42,4.076,5195.8,0,0
"30656",37,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,178,2,13,2,0,0,1,-1.1,94.601,-49.5,1.025,4963.6,1,1
"30659",29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,81,4,999,0,0,1,0,1.4,94.465,-41.8,4.96,5228.1,0,0
"30662",30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,115,4,999,0,0,1,0,1.4,94.465,-41.8,4.961,5228.1,0,0
"30665",34,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,154,2,999,1,1,0,0,-1.8,92.893,-46.2,1.281,5099.1,0,0
"30666",45,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,374,1,999,1,1,0,0,-1.8,93.876,-40,0.695,5008.7,1,0
"30667",34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,98,2,999,0,0,1,0,-1.8,93.369,-34.8,0.636,5008.7,0,0
"30675",31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,255,1,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0
"30677",27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1543,4,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,1,1
"30683",52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,474,2,999,0,0,1,0,-1.8,93.075,-47.1,1.41,5099.1,0,0
"30689",39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,135,2,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0
"30692",30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,329,3,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0
"30693",52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,234,2,999,0,0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,0
"30695",36,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,56,2,999,0,0,1,0,-0.1,93.2,-42,4.076,5195.8,0,0
"30696",30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,165,1,999,0,0,1,0,-1.8,92.893,-46.2,1.299,5099.1,0,0
"30697",31,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,801,1,999,0,0,1,0,1.4,94.465,-41.8,4.864,5228.1,1,0
"30699",28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,203,1,999,0,0,1,0,-1.8,92.893,-46.2,1.327,5099.1,0,0
"30703",28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,294,2,999,0,0,1,0,1.1,93.994,-36.4,4.855,5191,0,0
"30712",45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,216,1,999,0,0,1,0,1.4,93.918,-42.7,4.968,5228.1,0,0
"30713",35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,98,2,999,0,0,1,0,1.1,93.994,-36.4,4.86,5191,0,0
"30714",36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,597,1,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0
"30721",58,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,282,7,999,0,0,1,0,1.4,94.465,-41.8,4.865,5228.1,0,0
"30723",26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,716,3,999,1,1,0,0,-1.8,92.893,-46.2,1.354,5099.1,1,0
"30732",54,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,113,3,999,0,0,1,0,1.4,94.465,-41.8,4.865,5228.1,0,0
"30733",85,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,140,1,999,0,0,1,0,-2.9,92.201,-31.4,0.883,5076.2,1,0
"30739",35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,951,2,6,1,0,0,1,-1.7,94.215,-40.3,0.846,4991.6,1,1
"30741",60,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,83,1,999,1,1,0,0,-1.8,92.893,-46.2,1.25,5099.1,0,0
"30745",55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14,8,999,2,1,0,0,-1.8,92.893,-46.2,1.25,5099.1,0,0
"30750",35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,146,1,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"30751",34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27,1,999,0,0,1,0,1.1,93.994,-36.4,4.859,5191,0,0
"30754",40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,114,1,999,0,0,1,0,1.4,93.444,-36.1,4.968,5228.1,0,0
"30758",44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,208,1,999,0,0,1,0,-1.8,93.075,-47.1,1.453,5099.1,0,0
"30759",29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,24,1,999,0,0,1,0,-2.9,92.963,-40.8,1.26,5076.2,0,0
"30761",41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,157,5,999,0,0,1,0,-1.8,92.893,-46.2,1.244,5099.1,0,0
"30769",30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17,4,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0
"30770",38,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,122,1,999,0,0,1,0,-1.8,92.843,-50,1.687,5099.1,1,0
"30773",29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,447,2,999,0,0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,0
"30774",49,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,110,1,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"30775",53,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,94,3,999,0,0,1,0,1.4,93.444,-36.1,4.964,5228.1,0,0
"30778",38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,2,999,0,0,1,0,1.4,93.444,-36.1,4.968,5228.1,0,0
"30780",48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,107,2,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0
"30784",40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,838,2,999,0,0,1,0,1.4,93.444,-36.1,4.965,5228.1,1,0
"30787",31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,196,2,999,1,1,0,0,-1.8,92.893,-46.2,1.281,5099.1,0,0
"30789",31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12,5,999,0,0,1,0,1.4,93.444,-36.1,4.962,5228.1,0,0
"30790",25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,574,3,999,0,0,1,0,-1.1,94.199,-37.5,0.879,4963.6,1,1
"30794",49,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,319,6,999,0,0,1,0,1.4,94.465,-41.8,4.959,5228.1,0,0
"30795",42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,214,1,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,0,0
"30797",36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,126,1,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"30801",33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,118,2,999,1,1,0,0,-1.8,92.893,-46.2,1.344,5099.1,0,0
"30802",32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,66,7,999,0,0,1,0,1.4,93.444,-36.1,4.965,5228.1,0,0
"30807",54,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,55,1,999,0,0,1,0,-0.1,93.2,-42,4.191,5195.8,0,0
"30809",31,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,67,12,999,0,0,1,0,1.4,94.465,-41.8,4.866,5228.1,0,0
"30813",39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,250,1,999,0,0,1,0,1.4,94.465,-41.8,4.967,5228.1,0,0
"30815",31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,99,7,999,0,0,1,0,1.4,93.444,-36.1,4.965,5228.1,0,0
"30820",30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,219,1,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0
"30825",32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,85,2,999,1,1,0,0,-0.1,93.2,-42,4.021,5195.8,0,0
"30834",39,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,895,5,999,1,1,0,0,-1.8,92.893,-46.2,1.25,5099.1,0,1
"30838",58,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,210,2,999,0,0,1,0,1.4,94.465,-41.8,4.961,5228.1,0,0
"30840",48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,491,1,6,3,0,0,1,-1.1,94.601,-49.5,0.987,4963.6,1,1
"30847",28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,321,3,999,0,0,1,0,1.4,93.918,-42.7,4.961,5228.1,0,0
"30848",35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,523,2,999,1,1,0,0,-1.8,92.893,-46.2,1.334,5099.1,0,0
"30854",36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,155,2,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,0,0
"30857",54,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,325,1,4,1,0,0,1,-2.9,92.201,-31.4,0.881,5076.2,0,1
"30858",27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,71,3,999,0,0,1,0,-1.8,92.893,-46.2,1.25,5099.1,0,0
"30867",58,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,321,3,999,1,1,0,0,-0.1,93.2,-42,4.021,5195.8,0,0
"30868",35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,100,1,999,0,0,1,0,-1.8,92.893,-46.2,1.327,5099.1,0,0
"30869",29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,738,2,999,0,0,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,1
"30878",29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,158,1,999,0,0,1,0,1.4,94.465,-41.8,4.959,5228.1,0,0
"30879",40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,550,1,999,0,0,1,0,-0.1,93.2,-42,4.191,5195.8,0,0
"30889",51,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,40,5,999,0,0,1,0,1.4,94.465,-41.8,4.959,5228.1,0,0
"30890",28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,289,1,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,0,0
