"","price","speed","hd","ram","screen","ads","trend","pc_cluster_2$cluster"
"4804",1499,33,340,4,15,162,22,10
"4805",1854,33,528,8,14,162,22,10
"4806",1408,33,340,4,14,162,22,10
"4807",2840,50,720,16,17,162,22,2
"4808",2995,33,1000,24,15,162,22,1
"4809",1744,33,214,4,14,162,22,10
"4810",1799,66,212,8,14,162,22,10
"4811",1740,33,214,4,15,162,22,10
"4812",2249,66,270,8,14,162,22,10
"4813",1299,33,210,4,14,162,22,10
"4814",1790,66,214,4,15,162,22,10
"4815",1199,33,210,4,14,162,22,10
"4816",1645,50,214,4,14,162,22,10
"4817",2593,33,528,8,14,162,22,10
"4818",1499,33,428,4,14,162,22,10
"4819",1740,50,214,4,14,162,22,10
"4820",2495,66,810,16,15,162,22,1
"4821",1995,66,528,8,14,162,22,3
"4822",2544,33,720,16,15,162,22,5
"4823",1899,66,527,8,14,162,22,3
"4824",1999,66,545,8,15,162,22,3
"4825",1890,33,528,8,15,162,22,10
"4826",2040,50,528,8,14,162,22,10
"4827",1708,66,540,4,14,162,22,3
"4828",1499,33,210,4,14,162,22,10
"4829",3094,33,1000,24,15,162,22,1
"4830",2044,33,528,8,14,162,22,10
"4831",1790,66,214,4,14,162,22,10
"4832",2145,66,420,8,15,162,22,3
"4833",1894,50,214,4,14,162,22,10
"4834",3054,50,1000,24,15,162,22,1
"4835",3054,33,1000,24,15,162,22,1
"4836",2899,66,1000,16,15,162,22,1
"4837",1995,66,528,8,14,162,22,3
"4838",3090,50,1000,24,15,162,22,1
"4839",2354,33,720,16,15,162,22,5
"4840",1894,33,214,4,14,162,22,10
"4841",2194,33,528,8,14,162,22,10
"4842",2390,33,720,16,15,162,22,5
"4843",1349,33,210,4,15,162,22,10
"4844",1399,33,210,4,14,162,22,10
"4845",2504,33,720,16,15,162,22,5
"4846",1645,66,340,8,14,162,22,10
"4847",2390,50,1000,24,17,162,22,1
"4848",2534,66,730,8,17,162,22,2
"4849",3140,66,1000,24,15,162,22,1
"4850",2090,33,1000,8,14,162,22,3
"4851",2443,33,720,16,15,162,22,5
"4852",2540,50,720,16,15,162,22,1
"4853",1754,66,214,4,14,162,22,10
"4854",2818,33,270,4,17,162,22,2
"4855",2540,33,720,16,15,162,22,5
"4856",2090,66,528,8,15,162,22,3
"4857",2940,33,1000,24,15,191,23,1
"4858",2304,33,720,16,15,191,23,5
"4859",2440,33,720,16,15,191,23,5
"4860",1769,66,540,8,14,191,23,3
"4861",2494,33,720,16,15,191,23,5
"4862",3043,66,1000,24,15,191,23,1
"4863",1195,33,214,4,14,191,23,10
"4864",1545,33,214,4,14,191,23,10
"4865",1840,33,528,8,15,191,23,10
"4866",1940,33,528,8,14,191,23,10
"4867",1299,33,428,4,15,191,23,10
"4868",1709,50,540,8,15,191,23,10
"4869",2340,33,720,16,15,191,23,5
"4870",2245,33,720,16,15,191,23,5
"4871",1299,33,340,4,14,191,23,10
"4872",1868,66,425,8,14,191,23,10
"4873",3094,33,1000,24,15,191,23,1
"4874",1859,66,540,8,15,191,23,3
"4875",1299,33,212,4,14,191,23,10
"4876",2399,66,730,16,15,191,23,1
"4877",1999,66,720,8,15,191,23,3
"4878",1669,66,425,8,14,191,23,10
"4879",1999,66,545,8,15,191,23,3
"4880",2598,66,730,16,15,191,23,1
"4881",1690,66,214,4,15,191,23,10
"4882",1990,66,528,8,14,191,23,3
"4883",2093,33,528,8,14,191,23,10
"4884",1940,33,528,8,15,191,23,10
"4885",1999,66,730,8,15,191,23,3
"4886",2334,66,730,8,17,191,23,2
"4887",2543,66,720,16,15,191,23,1
"4888",2790,66,720,16,17,191,23,2
"4889",1818,66,425,8,14,191,23,10
"4890",1599,66,340,8,15,191,23,10
"4891",3240,50,1000,24,17,191,23,1
"4892",2004,33,528,8,14,191,23,10
"4893",2140,33,1000,8,14,191,23,5
"4894",1739,33,212,4,17,191,23,2
"4895",1840,33,528,8,14,191,23,10
"4896",1199,33,210,4,14,191,23,10
"4897",2094,33,528,8,14,191,23,10
"4898",1548,33,424,4,14,191,23,10
"4899",1504,33,214,4,14,191,23,10
"4900",3149,100,728,8,14,191,23,7
"4901",1839,33,424,4,17,191,23,2
"4902",2940,50,1000,24,15,191,23,1
"4903",1845,50,528,8,14,191,23,10
"4904",1899,66,420,8,14,191,23,10
"4905",1445,33,214,4,14,191,23,10
"4906",2108,50,1000,8,15,191,23,3
"4907",1540,33,214,4,14,191,23,10
"4908",2644,66,720,16,15,191,23,1
"4909",1499,50,545,4,15,191,23,10
"4910",1999,100,420,8,14,191,23,3
"4911",1845,33,528,8,14,191,23,10
"4912",2994,33,1000,24,15,191,23,1
"4913",1389,33,212,4,15,191,23,10
"4914",1799,66,545,8,15,191,23,3
"4915",2118,66,730,8,15,191,23,3
"4916",1640,33,214,4,14,191,23,10
"4917",1973,33,528,8,14,191,23,10
"4918",1399,33,210,4,14,191,23,10
"4919",1895,66,528,8,14,191,23,3
"4920",1499,33,340,4,14,191,23,10
"4921",1759,66,425,8,15,191,23,3
"4922",1745,33,528,8,14,191,23,10
"4923",1788,66,425,4,14,191,23,10
"4924",2190,66,1000,8,14,191,23,3
"4925",2058,50,1000,8,15,191,23,3
"4926",2409,66,1000,8,17,191,23,2
"4927",1758,50,425,8,15,191,23,10
"4928",1918,66,540,8,14,191,23,3
"4929",1345,66,214,4,14,191,23,10
"4930",2740,50,720,16,17,191,23,2
"4931",2143,66,528,8,14,191,23,3
"4932",3240,33,1000,24,17,191,23,1
"4933",1968,66,540,8,14,191,23,3
"4934",1595,66,214,4,14,191,23,10
"4935",2493,50,720,16,15,191,23,5
"4936",2395,66,720,16,15,191,23,1
"4937",1694,33,214,4,14,191,23,10
"4938",2059,66,1000,8,15,191,23,3
"4939",2345,33,720,16,15,191,23,5
"4940",2539,100,270,4,14,191,23,4
"4941",3290,66,1000,24,17,191,23,1
"4942",1779,50,270,4,14,191,23,10
"4943",1589,66,425,4,14,191,23,10
"4944",1848,66,270,4,14,191,23,10
"4945",2093,50,528,8,14,191,23,10
"4946",1690,66,214,4,14,191,23,10
"4947",1858,50,540,8,15,191,23,10
"4948",2895,66,1000,24,15,191,23,1
"4949",2140,50,1000,8,14,191,23,3
"4950",1640,33,214,4,15,191,23,10
"4951",1929,66,212,4,17,191,23,2
"4952",1904,33,528,8,14,191,23,10
"4953",1844,66,214,4,14,191,23,10
"4954",1895,66,528,8,14,191,23,3
"4955",1819,33,270,4,14,191,23,10
"4956",1638,66,212,4,14,191,23,10
"4957",2199,66,528,8,15,191,23,3
"4958",1640,50,214,4,14,191,23,10
"4959",2393,33,720,16,15,191,23,5
"4960",1395,33,340,8,14,191,23,10
"4961",2054,66,528,8,14,191,23,3
"4962",3144,66,1000,24,15,191,23,1
"4963",2594,50,720,16,15,191,23,5
"4964",2249,66,270,8,14,191,23,10
"4965",1679,66,425,4,15,191,23,10
"4966",2345,66,528,8,15,191,23,3
"4967",1349,33,270,4,14,191,23,10
"4968",1199,33,428,4,15,191,23,10
"4969",2040,33,1000,8,14,191,23,5
"4970",2804,33,1000,24,15,191,23,1
"4971",1545,50,214,4,14,191,23,10
"4972",1579,66,212,4,15,191,23,10
"4973",1609,50,425,8,15,191,23,10
"4974",2893,33,1000,24,15,191,23,1
"4975",1295,50,214,4,14,191,23,10
"4976",2009,66,270,4,14,191,23,10
"4977",2845,50,1000,24,15,191,23,1
"4978",1495,33,340,8,14,191,23,10
"4979",2840,33,1000,24,15,191,23,1
"4980",1940,50,528,8,14,191,23,10
"4981",1418,33,340,4,14,191,23,10
"4982",1794,33,214,4,14,191,23,10
"4983",1499,33,428,4,14,191,23,10
"4984",2954,66,1000,24,15,191,23,1
"4985",1909,50,1000,8,15,191,23,3
"4986",2904,33,1000,24,15,191,23,1
"4987",2209,66,540,8,17,191,23,2
"4988",2594,33,720,16,15,191,23,5
"4989",1908,50,540,8,15,191,23,10
"4990",2198,100,420,8,14,191,23,3
"4991",2004,50,528,8,14,191,23,10
"4992",2898,100,730,16,15,191,23,7
"4993",3140,33,1000,24,17,191,23,1
"4994",1699,66,420,8,14,191,23,10
"4995",1640,50,214,4,15,191,23,10
"4996",1498,33,212,4,14,191,23,10
"4997",1898,66,420,8,14,191,23,10
"4998",2029,66,425,4,17,191,23,2
"4999",2168,66,1000,8,14,191,23,3
"5000",2118,66,1000,8,14,191,23,3
"5001",2194,50,528,8,14,191,23,10
"5002",1495,50,340,8,14,191,23,10
"5003",1738,66,425,4,14,191,23,10
"5004",2640,33,720,16,17,191,23,2
"5005",1448,33,212,4,14,191,23,10
"5006",1489,33,424,4,15,191,23,10
"5007",2404,50,720,16,15,191,23,5
"5008",1540,33,214,4,15,191,23,10
"5009",3094,50,1000,24,15,191,23,1
"5010",1794,50,214,4,14,191,23,10
"5011",2408,100,270,4,14,191,23,4
"5012",2454,66,720,16,15,191,23,1
"5013",1969,66,1000,8,14,191,23,3
"5014",2904,50,1000,24,15,191,23,1
"5015",1545,66,340,8,14,191,23,10
"5016",1718,66,340,4,14,191,23,10
"5017",1604,33,214,4,14,191,23,10
"5018",2993,33,1000,24,15,191,23,1
"5019",2194,33,528,8,14,191,23,10
"5020",2345,50,720,16,15,191,23,5
"5021",2699,100,730,16,15,191,23,1
"5022",1940,50,528,8,15,191,23,10
"5023",2440,50,720,16,15,191,23,5
"5024",1604,50,214,4,14,191,23,10
"5025",1808,50,425,8,15,191,23,10
"5026",1574,50,270,4,14,191,23,10
"5027",2990,66,1000,24,15,191,23,1
"5028",1599,66,340,4,14,191,23,10
"5029",1598,33,424,4,14,191,23,10
"5030",2493,33,720,16,15,191,23,5
"5031",1654,66,214,4,14,191,23,10
"5032",2795,100,528,16,14,191,23,7
"5033",1399,33,424,4,14,191,23,10
"5034",1295,33,214,4,14,191,23,10
"5035",2244,66,528,8,14,191,23,3
"5036",2404,33,720,16,15,191,23,5
"5037",2993,50,1000,24,15,191,23,1
"5038",1489,66,212,4,14,191,23,10
"5039",1688,66,212,4,14,191,23,10
"5040",1199,33,340,4,14,191,23,10
"5041",2845,33,1000,24,15,191,23,1
"5042",2745,33,1000,24,15,191,23,1
"5043",1990,66,528,8,15,191,23,3
"5044",2109,66,425,8,17,191,23,2
"5045",2740,33,720,16,17,191,23,2
"5046",1899,66,730,8,14,191,23,3
"5047",2490,66,720,16,15,191,23,1
"5048",1590,33,214,4,14,182,24,10
"5049",1195,33,214,4,14,182,24,10
"5050",1989,66,540,8,15,182,24,3
"5051",2404,66,720,16,15,182,24,1
"5052",3140,66,1000,24,15,182,24,1
"5053",1854,33,528,8,14,182,24,10
"5054",1490,33,214,4,14,182,24,10
"5055",1890,50,528,8,14,182,24,10
"5056",1858,66,545,4,17,182,24,2
"5057",1890,33,528,8,14,182,24,10
"5058",1940,66,528,8,14,182,24,3
"5059",2944,33,1000,24,15,182,24,1
"5060",2423,50,720,16,15,182,24,1
"5061",1399,66,428,4,14,182,24,10
"5062",2354,50,720,16,15,182,24,1
"5063",1854,50,528,8,14,182,24,10
"5064",2295,50,720,16,15,182,24,1
"5065",2248,66,1000,8,14,182,24,3
"5066",1799,66,425,8,14,182,24,3
"5067",2804,66,1000,24,15,182,24,1
"5068",1545,66,214,4,14,182,24,10
"5069",1644,33,214,4,14,182,24,10
"5070",1744,33,214,4,14,182,24,10
"5071",2590,33,720,16,17,182,24,2
"5072",1454,33,214,4,14,182,24,10
"5073",1779,33,424,4,17,182,24,2
"5074",2040,50,1000,8,14,182,24,3
"5075",2740,66,720,16,17,182,24,2
"5076",2335,33,212,8,17,182,24,2
"5077",2058,66,545,8,17,182,24,2
"5078",1568,33,428,4,15,182,24,10
"5079",2345,66,720,16,15,182,24,1
"5080",1899,66,730,8,15,182,24,3
"5081",1794,66,214,4,14,182,24,10
"5082",2745,66,1000,24,15,182,24,1
"5083",1499,33,428,4,14,182,24,10
"5084",2254,33,720,16,15,182,24,5
"5085",2095,66,528,8,15,182,24,3
"5086",1823,33,528,8,14,182,24,10
"5087",2339,66,540,8,17,182,24,2
"5088",1889,66,425,8,15,182,24,3
"5089",2944,50,1000,24,15,182,24,1
"5090",1999,66,730,8,15,182,24,3
"5091",1345,66,214,4,14,182,24,10
"5092",1890,50,528,8,15,182,24,10
"5093",2754,50,1000,24,15,182,24,1
"5094",2699,100,730,16,15,182,24,1
"5095",2098,66,540,8,14,182,24,3
"5096",2195,33,720,16,15,182,24,5
"5097",1599,66,340,8,15,182,24,10
"5098",2258,66,730,8,17,182,24,2
"5099",2295,33,720,16,15,182,24,5
"5100",1999,100,420,8,14,182,24,3
"5101",2323,33,720,16,15,182,24,5
"5102",1754,33,528,8,14,182,24,10
"5103",2390,33,720,16,15,182,24,5
"5104",1923,50,528,8,14,182,24,10
"5105",1295,33,214,4,14,182,24,10
"5106",1973,66,528,8,14,182,24,3
"5107",1368,50,428,4,15,182,24,10
"5108",2790,33,1000,24,15,182,24,1
"5109",2390,50,720,16,15,182,24,1
"5110",1339,33,424,4,14,182,24,10
"5111",1495,33,214,4,14,182,24,10
"5112",2044,33,528,8,14,182,24,10
"5113",1890,33,528,8,15,182,24,10
"5114",1899,66,540,8,14,182,24,3
"5115",1944,33,528,8,14,182,24,10
"5116",1640,66,214,4,14,182,24,10
"5117",1989,66,425,8,15,182,24,3
"5118",2840,66,1000,24,15,182,24,1
"5119",2094,66,528,8,14,182,24,3
"5120",1490,33,214,4,15,182,24,10
"5121",1199,33,210,4,14,182,24,10
"5122",1795,33,528,8,14,182,24,10
"5123",2690,33,720,16,17,182,24,2
"5124",2259,66,730,8,17,182,24,2
"5125",1828,33,428,4,17,182,24,2
"5126",2994,66,1000,24,15,182,24,1
"5127",2099,66,1000,8,14,182,24,3
"5128",2399,66,730,16,15,182,24,1
"5129",1628,50,428,4,17,182,24,2
"5130",1604,66,214,4,14,182,24,10
"5131",1640,66,214,4,15,182,24,10
"5132",1398,50,340,4,14,182,24,10
"5133",2440,66,720,16,15,182,24,1
"5134",1590,50,214,4,14,182,24,10
"5135",1845,66,528,8,14,182,24,3
"5136",2258,66,730,8,17,182,24,2
"5137",1985,33,212,8,15,182,24,10
"5138",2354,33,720,16,15,182,24,5
"5139",1998,66,425,8,14,182,24,3
"5140",2199,66,540,8,15,182,24,3
"5141",1795,50,528,8,14,182,24,10
"5142",1698,66,540,8,14,182,24,3
"5143",2544,33,720,16,15,182,24,5
"5144",2040,33,1000,8,14,182,24,3
"5145",1438,33,212,4,14,182,24,10
"5146",2249,66,270,8,14,182,24,10
"5147",1495,66,528,8,14,182,24,3
"5148",1590,33,214,4,15,182,24,10
"5149",1999,66,730,8,15,182,24,3
"5150",1388,33,212,4,14,182,24,10
"5151",2690,50,720,16,17,182,24,2
"5152",2754,33,1000,24,15,182,24,1
"5153",2695,33,1000,24,15,182,24,1
"5154",2189,66,1000,8,15,182,24,3
"5155",2690,33,1000,24,15,182,24,1
"5156",2339,66,425,8,17,182,24,2
"5157",1239,33,212,4,14,182,24,10
"5158",1758,50,545,4,17,182,24,2
"5159",1899,66,730,8,14,182,24,3
"5160",2290,33,720,16,15,182,24,5
"5161",1799,66,545,8,15,182,24,3
"5162",2594,66,720,16,15,182,24,1
"5163",1948,66,425,8,14,182,24,3
"5164",1468,66,428,4,15,182,24,10
"5165",1299,50,428,4,14,182,24,10
"5166",2695,50,1000,24,15,182,24,1
"5167",1679,33,212,4,17,182,24,2
"5168",1199,33,340,4,14,182,24,10
"5169",1790,33,528,8,15,182,24,10
"5170",2844,33,1000,24,15,182,24,1
"5171",1789,33,212,8,15,182,24,10
"5172",1699,66,420,8,14,182,24,3
"5173",2159,66,730,8,17,182,24,2
"5174",1299,50,340,4,14,182,24,10
"5175",2239,66,425,8,17,182,24,2
"5176",2298,66,1000,8,14,182,24,3
"5177",1744,50,214,4,14,182,24,10
"5178",1499,50,545,4,15,182,24,10
"5179",2473,66,720,16,15,182,24,1
"5180",1395,66,528,8,14,182,24,3
"5181",2654,33,1000,24,15,182,24,1
"5182",1599,66,540,8,14,182,24,3
"5183",2790,50,1000,24,15,182,24,1
"5184",2423,33,720,16,15,182,24,5
"5185",1395,33,214,4,14,182,24,10
"5186",1895,33,212,8,14,182,24,10
"5187",1399,33,210,4,14,182,24,10
"5188",1429,33,424,4,15,182,24,10
"5189",1923,33,528,8,14,182,24,10
"5190",1488,33,424,4,14,182,24,10
"5191",1904,66,528,8,14,182,24,3
"5192",1495,50,214,4,14,182,24,10
"5193",1528,33,428,4,17,182,24,2
"5194",1545,66,528,8,14,182,24,3
"5195",1295,50,214,4,14,182,24,10
"5196",2595,33,1000,24,15,182,24,1
"5197",2090,66,1000,8,14,182,24,3
"5198",1590,50,214,4,15,182,24,10
"5199",1799,66,420,8,14,182,24,3
"5200",2539,66,1000,8,17,182,24,2
"5201",1329,33,212,4,15,182,24,10
"5202",1899,66,425,8,14,182,24,3
"5203",1940,66,528,8,15,182,24,3
"5204",1538,33,424,4,14,182,24,10
"5205",2048,66,540,8,14,182,24,3
"5206",2044,50,528,8,14,182,24,10
"5207",2840,100,528,16,15,182,24,7
"5208",1499,50,340,4,15,182,24,10
"5209",1699,33,212,8,14,182,24,10
"5210",1790,33,528,8,14,182,24,10
"5211",2598,66,730,16,15,182,24,1
"5212",1898,66,420,8,14,182,24,3
"5213",2139,33,212,8,17,182,24,2
"5214",1599,66,545,4,15,182,24,3
"5215",1268,33,428,4,15,182,24,10
"5216",2898,100,730,16,15,182,24,1
"5217",2544,50,720,16,15,182,24,1
"5218",1554,50,214,4,14,182,24,10
"5219",2295,66,528,8,15,182,24,3
"5220",2444,33,720,16,15,182,24,5
"5221",2990,33,1000,24,15,182,24,1
"5222",3090,33,1000,24,15,182,24,1
"5223",1728,66,428,4,17,182,24,2
"5224",1695,33,528,8,14,182,24,10
"5225",1998,66,730,8,15,182,24,3
"5226",1554,33,214,4,14,182,24,10
"5227",1940,33,1000,8,14,182,24,3
"5228",1199,33,428,4,14,182,24,10
"5229",2198,100,420,8,14,182,24,3
"5230",2290,33,720,16,15,158,25,5
"5231",1718,66,428,4,17,158,25,2
"5232",1568,50,428,4,15,158,25,10
"5233",2595,33,1000,24,15,158,25,1
"5234",1899,66,730,8,15,158,25,3
"5235",1605,66,540,8,15,158,25,3
"5236",2444,33,720,16,15,158,25,5
"5237",1640,66,214,4,15,158,25,10
"5238",1490,33,214,4,15,158,25,10
"5239",2195,33,720,16,15,158,25,5
"5240",2248,66,730,8,17,158,25,2
"5241",1199,33,210,4,14,158,25,10
"5242",1495,33,214,4,14,158,25,10
"5243",1299,50,340,4,14,158,25,10
"5244",1398,50,340,4,14,158,25,10
"5245",1699,33,212,8,14,158,25,10
"5246",1599,66,545,4,15,158,25,3
"5247",1923,33,528,8,14,158,25,10
"5248",1680,66,540,8,15,158,25,3
"5249",1848,66,545,4,17,158,25,2
"5250",2345,66,720,16,15,158,25,1
"5251",1295,33,214,4,14,158,25,10
"5252",1799,66,420,8,14,158,25,3
"5253",2423,33,720,16,15,158,25,5
"5254",3140,66,1000,24,15,158,25,1
"5255",2590,33,720,16,17,158,25,2
"5256",2740,66,720,16,17,158,25,2
"5257",1973,66,528,8,14,158,25,3
"5258",1940,66,528,8,14,158,25,3
"5259",2295,33,720,16,15,158,25,5
"5260",1999,66,730,8,15,158,25,3
"5261",1989,33,212,8,15,158,25,10
"5262",1898,66,420,8,14,158,25,3
"5263",2699,100,730,16,15,158,25,1
"5264",2390,33,720,16,15,158,25,5
"5265",1399,33,210,4,14,158,25,10
"5266",1618,50,428,4,17,158,25,2
"5267",2473,66,720,16,15,158,25,1
"5268",2990,33,1000,24,15,158,25,1
"5269",1545,66,528,8,14,158,25,3
"5270",1644,33,214,4,14,158,25,10
"5271",1495,33,528,8,14,158,25,10
"5272",2328,100,270,4,14,158,25,3
"5273",1885,66,730,8,15,158,25,3
"5274",1790,33,528,8,15,158,25,10
"5275",1989,66,425,8,15,158,25,3
"5276",1518,33,428,4,17,158,25,2
"5277",1699,66,420,8,14,158,25,3
"5278",2090,66,1000,8,14,158,25,3
"5279",1490,33,214,4,14,158,25,10
"5280",1659,66,425,8,14,158,25,3
"5281",1845,66,528,8,14,158,25,3
"5282",1854,33,528,8,14,158,25,10
"5283",2440,66,720,16,15,158,25,1
"5284",1865,66,540,8,17,158,25,2
"5285",1295,50,214,4,14,158,25,10
"5286",2690,33,1000,24,15,158,25,1
"5287",1590,33,214,4,14,158,25,10
"5288",1599,66,540,8,15,158,25,3
"5289",1899,66,425,8,14,158,25,3
"5290",2148,66,730,8,17,158,25,2
"5291",1590,33,214,4,15,158,25,10
"5292",1578,50,270,4,14,158,25,10
"5293",1399,66,428,4,14,158,25,3
"5294",1828,66,270,4,14,158,25,10
"5295",1468,66,428,4,15,158,25,3
"5296",2323,33,720,16,15,158,25,5
"5297",2159,66,730,8,17,158,25,2
"5298",1899,33,212,8,14,158,25,10
"5299",1199,33,340,4,14,158,25,10
"5300",2075,66,1080,8,15,158,25,3
"5301",1795,66,540,8,15,158,25,3
"5302",2254,33,720,16,15,158,25,5
"5303",2944,33,1000,24,15,158,25,1
"5304",1818,50,428,4,17,158,25,2
"5305",1599,66,540,8,14,158,25,3
"5306",2898,100,730,16,15,158,25,1
"5307",1789,33,212,8,15,158,25,10
"5308",2598,66,730,16,15,158,25,1
"5309",2690,33,720,16,17,158,25,2
"5310",1748,50,545,4,17,158,25,2
"5311",2259,66,730,8,17,158,25,2
"5312",2544,33,720,16,15,158,25,5
"5313",2404,66,720,16,15,158,25,1
"5314",2215,66,730,16,15,158,25,1
"5315",1640,66,214,4,14,158,25,10
"5316",1904,66,528,8,14,158,25,3
"5317",1999,100,420,8,14,158,25,3
"5318",2354,33,720,16,15,158,25,5
"5319",2804,66,1000,24,15,158,25,1
"5320",1790,33,528,8,14,158,25,10
"5321",2844,33,1000,24,15,158,25,1
"5322",2099,66,425,8,17,158,25,2
"5323",1698,66,540,8,14,158,25,3
"5324",1195,33,214,4,14,158,25,10
"5325",2529,66,364,8,14,158,25,3
"5326",2840,66,1000,24,15,158,25,1
"5327",2295,66,528,8,15,158,25,3
"5328",1395,33,528,8,14,158,25,10
"5329",1799,66,545,8,15,158,25,3
"5330",1499,50,428,4,14,158,25,10
"5331",2790,33,1000,24,15,158,25,1
"5332",1899,66,730,8,15,158,25,3
"5333",2754,33,1000,24,15,158,25,1
"5334",2994,66,1000,24,15,158,25,1
"5335",1695,33,528,8,14,158,25,10
"5336",3090,33,1000,24,15,158,25,1
"5337",2399,66,730,16,15,158,25,1
"5338",2745,66,1000,24,15,158,25,1
"5339",1495,50,528,8,14,158,25,10
"5340",2594,66,720,16,15,158,25,1
"5341",2695,33,1000,24,15,158,25,1
"5342",1998,66,730,8,15,158,25,3
"5343",1890,33,528,8,14,158,25,10
"5344",1345,66,214,4,14,158,25,10
"5345",1299,50,428,4,14,158,25,10
"5346",3029,100,364,8,14,158,25,3
"5347",2249,66,270,8,14,158,25,3
"5348",1940,66,528,8,15,158,25,3
"5349",1499,50,545,4,15,158,25,10
"5350",2139,33,212,8,17,158,25,2
"5351",2339,66,425,8,17,158,25,2
"5352",2048,66,545,8,17,158,25,2
"5353",1823,33,528,8,14,158,25,10
"5354",2019,66,1000,8,15,158,25,3
"5355",1899,66,540,8,15,158,25,3
"5356",1950,66,730,8,15,158,25,3
"5357",1929,66,1000,8,14,158,25,3
"5358",2198,100,420,8,14,158,25,3
"5359",1944,33,528,8,14,158,25,10
"5360",1855,66,730,8,15,158,25,3
"5361",1268,33,428,4,15,158,25,10
"5362",2094,66,528,8,14,158,25,3
"5363",1754,33,528,8,14,158,25,10
"5364",2654,33,1000,24,15,158,25,1
"5365",1499,50,340,4,14,158,25,10
"5366",1940,33,1000,8,14,158,25,3
"5367",2369,66,1000,8,17,158,25,2
"5368",1890,33,528,8,15,158,25,10
"5369",1794,66,214,4,14,158,25,10
"5370",1899,66,730,8,14,158,25,3
"5371",1545,66,214,4,14,158,25,10
"5372",1554,33,214,4,14,158,25,10
"5373",1395,33,214,4,14,158,25,10
"5374",2339,33,212,8,17,158,25,2
"5375",1795,33,528,8,14,158,25,10
"5376",1199,33,428,4,14,158,25,10
"5377",1454,33,214,4,14,158,25,10
"5378",1545,66,540,8,15,158,25,3
"5379",2279,50,364,8,14,158,25,10
"5380",2595,66,528,8,15,158,25,3
"5381",1795,66,540,8,15,158,25,3
"5382",2040,33,1000,8,14,158,25,3
"5383",1749,66,425,8,15,158,25,3
"5384",1604,66,214,4,14,158,25,10
"5385",1368,50,428,4,15,158,25,10
"5386",2044,33,528,8,14,158,25,10
"5387",1744,33,214,4,14,158,25,10
"5388",2238,100,545,8,17,152,26,2
"5389",1698,66,540,8,14,152,26,3
"5390",1890,100,340,4,14,152,26,3
"5391",2495,66,364,8,14,152,26,3
"5392",2699,100,730,16,15,152,26,1
"5393",1748,50,428,4,17,152,26,2
"5394",1935,66,1000,8,14,152,26,3
"5395",2304,66,720,16,15,152,26,1
"5396",1454,50,340,4,14,152,26,10
"5397",2338,100,850,8,17,152,26,2
"5398",1799,75,545,8,15,152,26,3
"5399",2373,66,720,16,15,152,26,1
"5400",1929,66,1000,8,14,152,26,3
"5401",2399,66,730,16,15,152,26,1
"5402",1899,100,545,8,15,152,26,3
"5403",2723,100,720,16,15,152,26,1
"5404",1745,66,528,8,14,152,26,3
"5405",1998,66,730,8,15,152,26,3
"5406",1994,100,340,4,14,152,26,3
"5407",2340,66,720,16,15,152,26,1
"5408",2794,100,720,16,15,152,26,1
"5409",2190,100,528,8,14,152,26,3
"5410",2940,50,1000,24,17,152,26,1
"5411",1840,66,528,8,14,152,26,3
"5412",1540,66,340,4,15,152,26,3
"5413",2285,100,1000,8,14,152,26,3
"5414",2190,100,528,8,15,152,26,3
"5415",1299,66,428,4,14,152,26,3
"5416",2990,66,1000,24,17,152,26,1
"5417",1944,50,528,8,14,152,26,10
"5418",1490,50,340,4,14,152,26,10
"5419",2095,100,528,8,14,152,26,3
"5420",2148,100,545,8,17,152,26,2
"5421",2494,66,720,16,15,152,26,1
"5422",2254,50,720,16,15,152,26,1
"5423",2088,66,545,8,17,152,26,2
"5424",2563,100,270,4,14,152,26,3
"5425",3123,100,1000,24,15,152,26,1
"5426",2540,50,720,16,17,152,26,2
"5427",1854,100,340,4,14,152,26,3
"5428",2248,100,850,8,17,152,26,2
"5429",1504,66,340,4,14,152,26,10
"5430",2364,33,212,8,17,152,26,2
"5431",1989,33,212,8,15,152,26,10
"5432",1899,66,730,8,14,152,26,3
"5433",1885,50,1000,8,14,152,26,3
"5434",1823,50,528,8,14,152,26,10
"5435",2995,100,364,8,14,152,26,3
"5436",2394,66,1000,8,17,152,26,2
"5437",1789,50,212,8,15,152,26,10
"5438",1694,66,340,4,14,152,26,10
"5439",2338,100,545,8,17,152,26,2
"5440",2273,50,1000,24,15,152,26,1
"5441",2773,66,1000,24,15,152,26,1
"5442",1790,50,528,8,14,152,26,10
"5443",2290,50,720,16,15,152,26,1
"5444",2444,50,720,16,15,152,26,1
"5445",1994,66,528,8,14,152,26,3
"5446",1804,66,528,8,14,152,26,3
"5447",2245,50,364,8,14,152,26,10
"5448",2138,75,545,8,17,152,26,2
"5449",1445,66,340,4,14,152,26,10
"5450",2690,100,720,16,15,152,26,1
"5451",1838,50,428,4,17,152,26,2
"5452",1813,50,270,4,14,152,26,10
"5453",2164,50,212,8,17,152,26,2
"5454",1395,50,340,4,14,152,26,10
"5455",1245,66,340,4,14,152,26,10
"5456",2364,66,425,8,17,152,26,2
"5457",1999,100,850,8,15,152,26,3
"5458",2063,66,270,4,14,152,26,10
"5459",2894,66,1000,24,15,152,26,1
"5460",2019,66,1000,8,15,152,26,3
"5461",1399,33,210,4,14,152,26,10
"5462",1368,66,428,4,15,152,26,3
